headline,relation,labels
치료제업체 `돼지독감 수혜 미미`-미래,O,1
[표]감사원 2015년 하반기 감사계획,X,0
16살 '최연소 환자' 완치…7명 추가돼 퇴원자 50명,O,1
"신종플루, 확산 주춤‥""안심하긴 이르다""",O,1
"'BBB'급 아시아나항공, BW 대신 1천억원 회사채 발행 성공",X,0
'백화점에 없는 물건도 있네',X,0
“금강 가창오리도 감염된 듯”…확진 농가 8곳,O,1
"<국감>전혜숙 ""타미플루 부작용 급증 예방 투약 원인""",O,1
[포토] 삼바 미녀의 아름다운 미소,X,0
"인터파크, 6월 투어 고성장 지속으로 선방한 것으로 평가",X,0
"(이데일리ON) 종합지수, 신종플루에 힘못쓰는 모습 안타깝다",O,1
[신간] 아이의 생각은 어떻게 만들어지는가?,X,0
"""집단면역, 성인 80%·고령층 90% 접종 때 확보""",O,1
"신종플루 미허가약, 위독 환자에 공급",O,1
"현대차그룹, 에볼라 피해지역에 스타렉스 구급차 21대 지원",O,1
세종서 SPC 운송차 막은 화물연대 노조원 26명 체포···경찰과 충돌도,X,0
[현장에서] 의·약사가 ‘선생님’으로 불리는 이유,X,0
공연장 신종플루 '플루건'으로 예방하세요,O,1
"이준석 ""국힘 면접관 진중권…왜 불렀냐 불만 폭주"" [한판승부]",X,0
"[메르스 현황] 질환 없던 60·70대 2명 사망, 치사율 16%… 부산 확진자 추가",O,1
"NHN한국사이버결제, 중장기 관점에서 투자 유망 -KTB",X,0
[종합]충북 238만 마리 살처분…AI신고 나흘째 잠잠,O,1
"주삿바늘 재사용 의심, 양천구 18명 C형간염…",O,1
"리메드, 앨러간향 자기장 핵심 모듈 공급 재개",X,0
[DT광장] ICT 기반 재난예방 역량 높이자,X,0
"JW크레아젠, 온코인사이트와 차세대 면역세포치료제 연구",O,1
9월 20일 '뉴스 9' 헤드라인,X,0
"오늘 신규확진 1,500명 대 예상…비수도권 확산 우려",O,1
놀이 하며 5·18 가치 체득…'오월스토리 퍼즐' 확대 운영,X,0
"평창, 휴게소 및 무허가업소 집중단속",X,0
최경환 총리 직무대행 발표문 전문,X,0
강동경희대 11일 격리해제… 메르스 종식지는 삼성서울병원,O,1
[사설] 새정치연합 사무총장 인선에 또 계파다툼이라니,X,0
[양주소식]'마을미술프로젝트 공모사업' 당선 등,X,0
"롯데쇼핑, LX 제치고 한샘 지분 인수 참여",X,0
중앙대병원 신종감염병 대응훈련,O,1
소나무재선충병 방제교육,X,0
"인천경찰, 전·의경 건강검진 및 건강교육",X,0
오늘부터 대정부질문…고발사주 의혹·언론중재법 격돌,X,0
"[종합] 트럼프-아베, 45분간 전화통화…""코로나·경제재개 협력""",X,0
"김부겸 총리 ""추석 앞두고 방역역량 집중 당부""",O,1
"20대 A형간염 무방비 노출…""10명 중 9명 항체 없다""",O,1
메르스 안전 사각지대…비정규직이 운다,O,1
"메르스 23일째 0, 격리자도 이틀째 0…사실상 종식 선언",O,1
"돌파감염에 '부스터샷' 관심…정부 ""빠르면 10월부터""",O,1
일본선 '백신런'…새벽부터 줄 서는 도쿄 젊은이들,O,1
'팬데믹 시대의 끊김과 이어짐'… 서울국제도서전 8일 개막,O,1
본격 ‘탈서울’ 행렬에 수도권 아파트 강세,X,0
"예비부부들, 이번에는 ‘웨딩카’ 시위",X,0
"리노스, ‘행복한 나눔 헌혈’ 활동 전개",X,0
"[오늘의 상하한가]일본 지카바이러스 확산에 유니더스, 텔콘 ‘상한가’",O,1
"충남도, AI 인체감염대책반 본격 가동",O,1
홈쇼핑에서 집들이 선물 준비하세요,X,0
"갑을장유병원, 김해 가정어린이집연합회와 함께 수족구병 예방 나서",O,1
"복지부, 7월부터 65세 이상 고령자 틀니·임플란트 건강보험 적용",X,0
"[부산/경남]김해공항 국제선 '사스충격'…승객 53%나 줄어
",O,1
[메르스 현황] 8일째 사망자-확진자 0명 '메르스 종식 가능성은?',O,1
철거비용 부담에… 폐업하고 싶어도 못하는 자영업자들,X,0
"공공운수노조, 공공부문 비정규직 총파업 선포 기자회견",X,0
"""북한 에볼라 격리자 21일간 무려 31만5000원 낸다""",O,1
"<신종플루> WHO 사무총장 ""재유행 가능성""",O,1
정전기로 메르스 등 바이러스 잡는다,O,1
어렵고 복잡한 DNA 분석실험을 온라인으로 해보세요,X,0
"메르스 마지막 환자 사망, 다섯 달 반 동안 싸우다 결국 숨져",O,1
영국 8월 물가 3.2% 올라···2012년 이후 최대폭,X,0
지카바이러스와 증상 비슷한 뎅기열 등 유전자 검사 실시,O,1
[긴급] 메르스 환자수 하루새 8명 증가··사망자 1명 늘어 총 7명,O,1
"이양호 농진청장 ""농민 여러분, 힘 내세요""",X,0
이번엔 '뮤 변이' 국내에도 확인…전파력·치명률은,O,1
2년 가까이 '0%대 저성장'...고착화 우려,X,0
"朴대통령, 남중국해 당사국에 ""비군사화 공약 준수해야""(종합)",X,0
'오징어 게임' 이태원역 체험장 완전히 철거됐다,X,0
"혁신성장 전략점검회의, 발언하는 이억원 차관",X,0
서울 학교 신종플루 개학이후 급증세,O,1
"“분상제 손질”… 정부, 뒤늦게 규제개선 나섰지만 공급난 해소는 미지수",X,0
"울산보건환경연구원, 추석 성수식품 안전성 검사 '적합'",X,0
"(종합시황)주가, 엿새만에 반등..금리· 환율 하락",X,0
"'귀하신 몸' 구의원, 독감 백신 무료 출장서비스?",O,1
"의정부고 졸업사진…지난해는 클라라·추사랑, 올해는 메르스·가뭄",X,0
영유아 감염성 설사…로타바이러스 주의보,X,0
"[2015국감]메르스 국감, '청와대 증인 채택 문제로 정회'",O,1
"“박원순표 뉴타운 해제, 연 5000억 사회적 비용 초래”",X,0
굿바이 서울극장,X,0
[단독 인터뷰] “국민이 지갑에서 온기 느끼게 할 것”,X,0
"한승수 총리 ""'돼지독감' 만전 기해달라""",O,1
"메르스 현황 속 안철수 과거 발언 눈길 ""정부의 메르스 대처? 못하고 있다""",O,1
가구당 분배 기준 없어…조합 분쟁 불 보듯,X,0
"'노조운영 불법개입' 첫 적발 .. 두산重 부당노동행위 사법처리 발표
",X,0
<코스닥시황> 하루만에 반등(마감),X,0
"김용림·나문희 티켓파워…'잘자요, 엄마' 예매랭킹 1위",X,0
"검찰, 복지부장관·평택시장 '메르스' 직무유기 수사",O,1
신종플루 치료거점병원 보험혜택,X,0
전북 고창 해리면 농가오리도 고병원성 AI 확진,O,1
[투자의 창] 포스트 코로나와 합리적 소비,O,1
바이든 “외교 초점은 인도·태평양”…시진핑 “소그룹 지양 다자주의로”,X,0
"[울산소식] 건강관리협회, 사랑 나눔 헌혈 캠페인 진행 등",X,0
"劉, 추경 등 현안챙기며 일단 ‘마이웨이’",X,0
"문대통령·BTS, 유엔 무대 나란히…국제사회 연대·희망 강조",X,0
강원도 누적확진자 5268명...춘천 첫 700명대 진입,O,1
메르스 마지막 환자 '다시 양성 판정',O,1
"송대섭 ""서울시 1500명 추적조사, 맞는 방향""",X,0
"임형주, 현역서 사회복무 전환…""발 변형 요족, 상심 커""",X,0
정치권 블랙홀된 `고발사주 의혹`… 윤석열 국회 불러내나,X,0
"WHO, 케냐 에볼라 발생위험국 지정…총사망자 1천69명",O,1
"르노삼성, 9월 차량 관리 할인 행사 실시",X,0
미 증시 '조정의 시간' 왔나…패닉 투매 부르는 4가지 악재,X,0
미국 내 첫 에볼라 환자 사망,O,1
"음성군, 코로나19 PCR검사 의무화 행정명령…외국인 중점",O,1
서울찾는 中 수학여행 학생 지난달 3천명 돌파,X,0
"에볼라 바이러스 의심환자 홍콩에서 발생..""전 세계로 확산되나?""",O,1
"KT, 감염병 확산방지 협약",O,1
"김성주 의원, 새정치 정책위원회 수석부의장 내정",X,0
"특수임무유공자회 광주지부, 말바우시장 코로나 방역 봉사 전개",O,1
"한국철도, 추석 연휴 열차 미이용 고객 KTX 30% 할인",X,0
"유덕열 동대문구청장, 민선6기 1주년 민생 탐방",X,0
"[현장연결] 메르스 중간상황 발표…""대규모 확산 가능성 낮을 듯""",O,1
"대구 북구, 온라인 취업박람회 참여 기업 모집",X,0
간추린 뉴스,X,0
"정부 ""추석 요양병원 대면면회·접종 인센티브 확대 등 논의 중""",O,1
밤새 충북서 신규 집단감염 등 25명 확진…누적 5123번째,X,0
"""메르스 변이 없었다...단기간 해결 예상하면 안돼""",O,1
"[對美창구 정비 안된채 北核위기는 고조]韓-美공조 진퇴양난
",X,0
교통사고 절반 줄면 한해 4조원 아낀다,X,0
"KIRD, 10월부터 화학·제조·의과학 분야 딥러닝 적용 과정 운영",X,0
대화 나누는 의료진,X,0
"“전자담배 시장 더 커진다”…BAT로스만스, 신제품 출시·채널 다각화 속도",X,0
"희망브리지 '주거 취약계층 기여 공로, 서울시 표창'",X,0
"토론토서 사스 확산 추세
",O,1
지하철 손잡이도 꼼꼼하게 세척,O,1
"정기국회 마지막 날, 무쟁점 법안 110여개 처리",X,0
상반기 소비 40%는 비대면… 일평균 비대면결제액 1조원,O,1
수퍼 리치들의 재산 증식과 절세 방법,X,0
"남도 바닷가 겨울珍客 ""장관 연출""",X,0
병원장들 '에볼라를 어쩌나...',O,1
"홍콩·대만, 광주 유니버시아드 ""불참 계획 아직 없다""",X,0
"어린이, 청소년이 알아야 할 AI 예방 행동수칙",O,1
김주하 AI 앵커와 함께하는 이 시각 주요뉴스 - 8월 27일 낮 12시,X,0
지긋지긋한 스팸/스미싱··· SKT가 전하는 유형과 피해 예방법은?,X,0
늦더위 모기 기승 일본뇌염 빨간불,O,1
삼성서울병원 간호사 184번 환자도 메르스 무증상(속보),O,1
[fn스트리트] 에볼라 격리 논란,O,1
"""LG이노텍, 3분기 실적 기대치 웃돌 것…목표가↑""-현대차증권",X,0
"전북대, 전국 10개 대학과 이러닝 학점 교류",O,1
"법제처장, 국민생활 현장 방문",X,0
[인터뷰] 장성민 “영남기반 국힘당에서 호남후보 내세워야 대선 승리”,X,0
[사설]소비 살려 낼 근본대책 필요하다,X,0
"코로나19 신규 확진자 1487명…금요일, '거리두기' 조정 발표(종합)",O,1
부산서 첫 메르스 1차 양성반응자 나와…지역사회감염 아닌듯,O,1
"여야, 잇단 군 납품 비리 호된 질책",X,0
세계보건기구 사무총장 방한,X,0
"포스코, 메르스 자가격리 직원들에 특별휴가 부여",O,1
"경기중기센터, 소상공인 지원 날개 달았다",X,0
“카드캐시백·외식쿠폰…‘쏠쏠한 소비지원금’ 꼼꼼히 챙기세요”,X,0
"삼성서울병원 의사 메르스 환자, 일반병실로 옮겨",O,1
하루 폐업 1000여개...텅 빈 명동거리,O,1
"솔젠트, 메르스 진단키트 中수출",O,1
"""메르스 사실상 종식? 다음은 조류 인플루엔자""",O,1
눈병 1주새 28% 증가…0~6세 환자 가장 많아 '주의',O,1
"지역신보, 코로나 피해 소상공인에 최대 2,000만원씩 비대면 특례보증 시행",O,1
"목원대 성악·뮤지컬학과 학생들, 문화지킴이 콘서트 ‘8월엔’ 참여",X,0
임시 선별검사소 신규 확진 543명...수도권 460명-비수도권 83명,O,1
"임신부 메르스 첫 확진자 판명, 40세 만삭 삼성서울병원서 감염…치료는?",O,1
"인벤티지랩, 3개월 지속형 심장사상충예방 주사제 출시",X,0
"에볼라 환자 집단 탈출, 무장괴한 습격 '환자 17명 행방 묘연'... 라이베리아 당국 ""전염 확산 우려""",O,1
메르스 검역 방치됐다...사우디 입국자 1만 명에 단 1건,O,1
"김제 메르스 의심자 확진판정, 14번 환저와 접촉…아뿔싸",O,1
"안철수, 이재명 향해 “재난지원금은 재난 당한 사람에게…국어공부 안했나”",O,1
[사설] 안이한 대응 탓에 신종플루 사망자 발생했다,O,1
"'억강부약' 이재명 ""플랫폼 가맹사업자에 단체결성권·협상권 보장""",X,0
세종청사 보건복지부 방문한 황교안 총리,X,0
병원에서 대량 감염…청진기·가운 통해 확산?,O,1
메르스 위기경보 ‘주의’→‘관심’으로 하향,O,1
"메르스 완치, 남편에 전염됐던 60대女 확진자 중 첫 퇴원",O,1
잊고 있던 메르스…152번째 환자 끝내 숨져,O,1
최운식 법무보호복지공단 이사장,X,0
[양구]접경지역 軍 외출·외박 예정대로,X,0
"환경부 장관, 사과 대신 ""법적 문제 떠나 책임 통감""",X,0
대구지역 의료기관·약국 1500여곳 설 연휴 비상진료 ,O,1
국내 최대규모 독서문화축제 '대한민국 독서대전' 3일 개막,X,0
지카바이러스 의심사례 6건 모두 음성 확인(속보),O,1
"한국은행, 기준금리 동결…연 1.5% 유지",X,0
"군산금강철새조망대, AI 확산방지 위해 임시 휴관",O,1
제2의 메르스 막으려면 질병관리본부 '청' 격상해야,O,1
"박 대통령 대국민 담화…""경제 전반 대수술 불가피""",X,0
"2021 ACC 소셜디자인 랩, '지구를 위한 창작 백신' 프로젝트 개최",O,1
‘메르스 공포’ 확산…궁금증·셀프 예방법은?,O,1
[포토]신종플루 함께 지켜주세요!,X,0
메르스 의심환자 이송 119대원 5명 추가 격리,O,1
국내 첫 지카바이러스 환자 발생…역학 조사 중,O,1
[동해]동해 추암 일출 명소 ‘능파대' 문 열어,X,0
메르스 회의 주재하는 최경환 국무총리 직무대행,O,1
[포토] 돌잔치 자영업자의 생존권 보장 호소,X,0
"충주시립우륵국악단, '우륵의 혼(魂)' 온라인 공연",X,0
확진환자 접촉후 증상 발생중 제주도 여행,O,1
"2015년 대학가 5대 사건사고…""총학생회에는 무슨 일이?""",X,0
WHO 미주본부 “지카 바이러스 대응”…편의점·마트 콘돔 판매 ‘쑥↑’ 알고보니?,X,0
오늘의 주요뉴스(오전 4시),X,0
“월 3% 수익금 보장” 수십억 사기 유사수신업체 대표 검거,X,0
"관광공사, 22~25일 중화권 여행업계 대상 대규모 팸투어",X,0
[기고]한-콜롬비아 4대 경제협력을 기대하며,X,0
통계청 ‘위기 상황서 데이터 역할’ 주제로 국제 콘퍼런스,X,0
"바이오의약품, 창조경제 신성장 동력으로 육성한다",X,0
"문재인, 대통령 담화에 ""불통의 벽 절감""",X,0
"경북서 신규 확진 88명…포항 28명, 구미 14명 등",O,1
"미국 간호사 에볼라 완치 판정, 완치 환자 총 5명…세 번째 확진자도 곧 퇴원",O,1
[CEO초대석] 바이오니아 박한오 대표이사,X,0
"[단독]매그나칩 ""中매각 불발 아냐""…美 '재심의' 결정",X,0
"<10.28 재보선> 한, 지지층 결집 기대(종합)",X,0
[포커스]최악의 살처분 AI 반복되는 구제역 왜 못 막나,O,1
"북한도 우한폐렴 공포, 외국인관광객 입국금지",O,1
"“자율주행 방역, 우편로봇 배송까지” KT, 미래형 ‘AI타워’ 구축",X,0
경상수지 5개월째 적자 지난달 3억8천만弗 달해,X,0
"""대한민국은 세일 중""…백화점ㆍ마트ㆍ면세점 동시 할인판매",X,0
[뉴스페이스&뉴디펜스]코로나19가 가져온 우주산업의 위기와 기회,X,0
[속보] 신규확진 1892명…66일째 네 자릿수,O,1
코스피 `꿀꿀한 조정` 1340선 아래로(마감),X,0
"SSG닷컴, 쓱라이브로 ‘LG스탠바이미’ 100대 한정 판매",X,0
"양승조 더민주 의원 ""6세 미만 아동에 무료 독감접종""",X,0
충북 괴산 목도강서 소금배 재현,X,0
"HDC신라·한화, 서울 신규 면세점 '황금 티켓' 획득",X,0
